"c","d","dp","h","l","o","pc","t","Symbol","change","Security","GICS Sector","GICS Sub-Industry","Headquarters Location","Date added","CIK","Founded","country","currency","estimateCurrency","exchange","finnhubIndustry","ipo","logo","marketCapitalization","name","phone","shareOutstanding","weburl"
58.21,0.48,0.8315,58.685,57.08,58.01,57.73,2025-04-18,"INCY",0.344768143423553,"Incyte","Health Care","Biotechnology","Wilmington, Delaware","2017-02-28","879169","1991","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Biotechnology","1993-12-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INCY.png",11265.051524,"Incyte Corp","13024986700",193.52,"https://www.incyte.com/"
72.04,0.68,0.9529,72.98,71.7,71.87,71.36,2025-04-18,"IR",0.236538193961321,"Ingersoll Rand","Industrials","Industrial Machinery & Supplies & Components","Davidson, North Carolina","2020-03-03","1699150","1859","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Machinery","2017-05-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IR.png",29038.11784,"Ingersoll Rand Inc","14142124700",403.08,"https://www.irco.com/"
246.8,-3.93,-1.5674,248.9586,234.22,245,250.73,2025-04-18,"PODD",0.734693877551025,"Insulet Corporation","Health Care","Health Care Equipment","Acton, Massachusetts","2023-03-15","1145197","2000","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Health Care","2007-05-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PODD.png",17331.802863,"Insulet Corp","19786007000",70.23,"https://www.omnipod.com"
18.93,-0.3,-1.5601,19.1,18.56,18.91,19.23,2025-04-18,"INTC",0.105764145954519,"Intel","Information Technology","Semiconductors","Santa Clara, California","1976-12-31","50863","1968","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1971-10-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INTC.png",82545.994802,"Intel Corp","14087658080",4360.59,"https://www.intel.com/"
158.64,0.2,0.1262,160.805,158.05,159.45,158.44,2025-04-18,"ICE",-0.507996237064912,"Intercontinental Exchange","Financials","Financial Exchanges & Data","Atlanta, Georgia","2007-09-26","1571949","2000","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2005-11-16","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ICE.png",91138.360123,"Intercontinental Exchange Inc","17708574700",574.5,"https://www.ice.com/"
72.5,1.44,2.0265,74,71.34,71.58,71.06,2025-04-18,"IFF",1.28527521654094,"International Flavors & Fragrances","Materials","Specialty Chemicals","New York City, New York","1976-03-31","51253","1958 (1889)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","1964-03-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IFF.png",18540.787544,"International Flavors & Fragrances Inc","12127655500",255.74,"https://www.iff.com/"
46.28,-0.02,-0.0432,47.085,46.11,46.11,46.3,2025-04-18,"IP",0.368683582736937,"International Paper","Materials","Paper & Plastic Packaging Products & Materials","Memphis, Tennessee","1957-03-04","51434","1898","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Packaging","1941-10-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IP.png",24430.088252,"International Paper Co","19014197000",527.88,"https://www.internationalpaper.com/"
23.94,0.67,2.8792,23.96,23.39,23.54,23.27,2025-04-18,"IPG",1.69923534409517,"Interpublic Group of Companies (The)","Communication Services","Advertising","New York City, New York","1992-10-01","51644","1961 (1930)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Media","1971-08-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IPG.png",8923.08457289119,"Interpublic Group of Companies Inc","12127041200",372.65,"https://www.interpublic.com/"
585.38,-2.7,-0.4591,593.91,584.83,592,588.08,2025-04-18,"INTU",-1.11824324324324,"Intuit","Information Technology","Application Software","Mountain View, California","2000-12-05","896878","1983","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1993-03-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INTU.png",163650.011785,"Intuit Inc","16509446000",279.56,"https://www.intuit.com/"
482.74,1.4,0.2909,489.245,481.39,484.85,481.34,2025-04-18,"ISRG",-0.435186140043315,"Intuitive Surgical","Health Care","Health Care Equipment","Sunnyvale, California","2008-06-02","1035267","1995","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Health Care","2000-06-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ISRG.png",172953.460806,"Intuitive Surgical Inc","14085232100",358.27,"https://www.intuitive.com/en-us/about-us/company"
12.8,0.16,1.2658,12.97,12.66,12.71,12.64,2025-04-18,"IVZ",0.7081038552321,"Invesco","Financials","Asset Management & Custody Banks","Atlanta, Georgia","2008-08-21","914208","1935","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1995-08-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IVZ.png",5732.305554,"Invesco Ltd","14048920896",447.84,"https://www.invesco.com/"
33.62,0.58,1.7554,34.01,33.03,33.12,33.04,2025-04-18,"INVH",1.50966183574879,"Invitation Homes","Real Estate","Single-Family Residential REITs","Dallas, Texas","2022-09-19","1687229","2012","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","2017-02-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950527954066.png",20605.129762,"Invitation Homes Inc","19724213600",612.88,"https://www.invitationhomes.com/"
143.91,-4.53,-3.0517,149.325,143.5,149.325,148.44,2025-04-18,"IQV",-3.62631843294826,"IQVIA","Health Care","Life Sciences Tools & Services","Durham, North Carolina","2017-08-29","1478242","1982","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Life Sciences Tools & Services","2013-05-09","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IQV.png",25373.497039,"IQVIA Holdings Inc","19199982000",176.32,"https://ir.iqvia.com/"
84.21,1.58,1.9121,85.32,83.58,83.58,82.63,2025-04-18,"IRM",0.7537688442211,"Iron Mountain","Real Estate","Other Specialized REITs","Boston, Massachusetts","2009-01-06","1020569","1951","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1996-02-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950443403966.png",24735.921405,"Iron Mountain Inc","16175354781",293.74,"https://www.ironmountain.com"
129.23,4.5,3.6078,130.15,125.7363,126.07,124.73,2025-04-18,"JBHT",2.50654398350123,"J.B. Hunt","Industrials","Cargo Ground Transportation","Lowell, Arkansas","2015-07-01","728535","1961","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Road & Rail","1983-01-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JBHT.png",12924.060451,"J B Hunt Transport Services Inc","14798200000",99.19,"https://www.jbhunt.com/"
135.04,1.17,0.874,136.01,132.6614,134.01,133.87,2025-04-18,"JBL",0.768599358256847,"Jabil","Information Technology","Electronic Manufacturing Services","St. Petersburg, Florida","2023-12-18","898293","1966","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","1998-05-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JBL.png",14495.915637,"Jabil Inc","17275779749",107.35,"https://www.jabil.com/"
171.83,-0.05,-0.0291,173.695,170.35,173.26,171.88,2025-04-18,"JKHY",-0.825349186194147,"Jack Henry & Associates","Financials","Transaction & Payment Processing Services","Monett, Missouri","2018-11-13","779152","1976","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Financial Services","1985-11-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JKHY.png",12526.007553,"Jack Henry & Associates Inc","14172356652",72.9,"https://www.jackhenry.com/"
117.22,0.64,0.549,118.53,116.55,116.89,116.58,2025-04-18,"J",0.282316708016082,"Jacobs Solutions","Industrials","Construction & Engineering","Dallas, Texas","2007-10-26","52988","1947","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Professional Services","1989-12-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950834406116.png",14364.569224,"Jacobs Solutions Inc","12145838500",122.54,"https://www.jacobs.com/"
157.47,3.56,2.313,159.44,154.16,154.16,153.91,2025-04-18,"JNJ",2.14711987545408,"Johnson & Johnson","Health Care","Pharmaceuticals","New Brunswick, New Jersey","1973-06-30","200406","1886","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Pharmaceuticals","1944-09-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JNJ.png",379478.713371,"Johnson & Johnson","17325242455",2409.85,"https://www.jnj.com/"
76.83,0.17,0.2218,77.86,76.59,76.94,76.66,2025-04-18,"JCI",-0.142968546919677,"Johnson Controls","Industrials","Building Products","Cork, Ireland","2010-08-27","833444","1885","IE","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Building","1991-08-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JCI.png",50718.492884,"Johnson Controls International PLC","3534145241200",660.14,"https://www.johnsoncontrols.com/"
231.96,2.35,1.0235,234.34,230.55,230.8,229.61,2025-04-18,"JPM",0.502599653379548,"JPMorgan Chase","Financials","Diversified Banks","New York City, New York","1975-06-30","19617","2000 (1799 / 1871)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1969-03-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JPM.png",645543.849222,"JPMorgan Chase & Co","12122706000",2783,"https://www.jpmorganchase.com/"
34.33,-0.16,-0.4639,34.9,34.3,34.67,34.49,2025-04-18,"JNPR",-0.980674935102404,"Juniper Networks","Information Technology","Communications Equipment","Sunnyvale, California","2006-06-02","1043604","1996","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Communications","1999-06-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JNPR.png",11438.405013,"Juniper Networks Inc","14087452000",334.28,"https://www.juniper.net/"
82.37,0.08,0.0972,82.52,82.22,82.22,82.29,2025-04-18,"K",0.182437363171985,"Kellanova","Consumer Staples","Packaged Foods & Meats","Chicago, Illinois","1989-09-11","55067","1906","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","1952-01-09","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/K.png",28435.438122,"Kellanova","12699612000",345.22,"https://www.kellanova.com/"
23.39,0.66,2.9037,23.53,22.72,22.72,22.73,2025-04-18,"KVUE",2.94894366197184,"Kenvue","Consumer Staples","Personal Care Products","Skillman, New Jersey","2023-08-25","1944048","2022 (Johnson & Johnson spinoff)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","2023-05-04","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950835574756.png",44820.6243776383,"Kenvue Inc","19088741200",1918.69,"https://www.kenvue.com"
35.4,0.29,0.826,35.775,35.07,35.23,35.11,2025-04-18,"KDP",0.482543286971336,"Keurig Dr Pepper","Consumer Staples","Soft Drinks & Non-alcoholic Beverages","Burlington, Massachusetts","2022-06-21","1418135","1981","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Beverages","2008-04-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KDP.png",48028.982319,"Keurig Dr Pepper Inc","17814187000",1356.75,"https://www.keurigdrpepper.com/"
14.27,0.2,1.4215,14.73,14.215,14.5,14.07,2025-04-18,"KEY",-1.58620689655173,"KeyCorp","Financials","Regional Banks","Cleveland, Ohio","1994-03-01","91576","1825","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KEY.png",15635.886161,"KeyCorp","12166896300",1105.12,"https://www.key.com"
135.46,0.67,0.4971,136.945,134.79,135.69,134.79,2025-04-18,"KEYS",-0.16950401650821,"Keysight Technologies","Information Technology","Electronic Equipment & Instruments","Santa Rosa, California","2018-11-06","1601046","2014 (1939)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","2014-10-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KEYS.png",23408.913706,"Keysight Technologies Inc","18774244536",172.81,"https://www.keysight.com/us/en/home.html"
142.81,3.11,2.2262,143.44,140.22,140.43,139.7,2025-04-18,"KMB",1.69479455956704,"Kimberly-Clark","Consumer Staples","Household Products","Irving, Texas","1957-03-04","55785","1872","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1929-05-09","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KMB.png",47363.183237,"Kimberly-Clark Corp","19722811200",331.65,"https://www.kimberly-clark.com/en-us"
20.59,0.43,2.1329,20.85,20.22,20.25,20.16,2025-04-18,"KIM",1.67901234567901,"Kimco Realty","Real Estate","Retail REITs","Jericho, New York","2006-04-04","879101","1958","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1991-11-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950837611476.png",13990.876199,"Kimco Realty Corp","15168699000",679.5,"https://www.kimcorealty.com/"
27.1,0.15,0.5566,27.675,26.71,26.77,26.95,2025-04-18,"KMI",1.23272319760927,"Kinder Morgan","Energy","Oil & Gas Storage & Transportation","Houston, Texas","2012-05-25","1506307","1997","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","2011-02-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KMI.png",60206.433690041,"Kinder Morgan Inc","17133699000",2222.05,"https://www.kindermorgan.com/"
103.37,1.32,1.2935,104.9388,102.42,103.39,102.05,2025-04-18,"KKR",-0.0193442305832247,"KKR & Co.","Financials","Asset Management & Custody Banks","New York City, New York","2024-06-24","1404912","1976","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2010-07-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950831440326.png",91818.461722,"KKR & Co Inc","12127508300",888.25,"https://ir.kkr.com/"
634.43,-7.76,-1.2084,649.19,631.62,649.03,642.19,2025-04-18,"KLAC",-2.24951080843721,"KLA Corporation","Information Technology","Semiconductor Materials & Equipment","Milpitas, California","1997-09-30","319201","1975/1977 (1997)","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1980-10-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KLAC.png",84307.339365,"KLA Corp","14088753000",132.89,"https://www.kla.com/"
29.46,0.65,2.2562,29.57,28.84,28.98,28.81,2025-04-18,"KHC",1.65631469979296,"Kraft Heinz","Consumer Staples","Packaged Foods & Meats","Chicago, Illinois; Pittsburgh, Pennsylvania","2015-07-06","1637459","2015 (1869)","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Food Products","2015-07-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KHC.png",35204.404018,"Kraft Heinz Co","14124565700",1193.4,"https://www.kraftheinzcompany.com/"
71.22,2.21,3.2024,71.68,68.83,68.9,69.01,2025-04-18,"KR",3.36719883889694,"Kroger","Consumer Staples","Food Retail","Cincinnati, Ohio","1957-03-04","56873","1883","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Retail","1928-01-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KR.png",47068.835425,"Kroger Co","15137624000",660.89,"https://www.thekrogerco.com/"
218.22,-0.66,-0.3015,220.04,214.64,215.92,218.88,2025-04-18,"LHX",1.06520933679141,"L3Harris","Industrials","Aerospace & Defense","Melbourne, Florida","2008-09-22","202058","2019 (L3 1997, Harris 1895)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1955-07-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LHX.png",40963.45975,"L3Harris Technologies Inc","13217279100",187.72,"https://www.l3harris.com/"
217.12,-3.45,-1.5641,220.41,216.92,219.25,220.57,2025-04-18,"LH",-0.971493728620294,"Labcorp","Health Care","Health Care Services","Burlington, North Carolina","2004-11-01","920148","1978","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1991-04-24","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950872209396.png",18166.119829,"Labcorp Holdings Inc","13362291127",83.67,"https://www.labcorp.com/"
63.76,-1.38,-2.1185,65.38,63.48,65.34,65.14,2025-04-18,"LRCX",-2.41812059993879,"Lam Research","Information Technology","Semiconductor Materials & Equipment","Fremont, California","2012-06-29","707549","1980","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1984-05-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LRCX.png",81846.286156,"Lam Research Corp","15106590200",1283.66,"https://www.lamresearch.com/"
53.56,0.16,0.2996,54.27,53.355,53.5,53.4,2025-04-18,"LW",0.112149532710285,"Lamb Weston","Consumer Staples","Packaged Foods & Meats","Eagle, Idaho","2018-12-03","1679273","2016 (1950)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","2016-10-31","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LW.png",7558.152578,"Lamb Weston Holdings Inc","12089381047",141.12,"https://www.lambweston.com/"
32.77,0.91,2.8562,33.07,32.135,32.3,31.86,2025-04-18,"LVS",1.45510835913315,"Las Vegas Sands","Consumer Discretionary","Casinos & Gaming","Las Vegas, Nevada","2019-10-03","1300514","1988","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","2004-12-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LVS.png",23156.185579,"Las Vegas Sands Corp","17029239000",706.63,"https://www.sands.com/"
139.42,-0.48,-0.3431,140.4,138.04,139.26,139.9,2025-04-18,"LDOS",0.114893005888264,"Leidos","Industrials","Diversified Support Services","Reston, Virginia","2019-08-09","1336920","1969","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Professional Services","2006-10-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LDOS.png",17875.577129,"Leidos Holdings Inc","15715266000",128.21,"https://www.leidos.com/"
104.73,1.97,1.9171,105.24,102.825,103.39,102.76,2025-04-18,"LEN",1.29606344907632,"Lennar","Consumer Discretionary","Homebuilding","Miami, Florida","2005-10-04","920760","1954","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1972-07-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LEN.png",27465.954841,"Lennar Corp","13055594000",263.79,"https://www.lennar.com/"
556.15,8.29,1.5132,560.49,548.04,551.23,547.86,2025-04-18,"LII",0.892549389547006,"Lennox International","Industrials","Building Products","Richardson, Texas","2024-12-23","1069202","1895","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Building","1999-07-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LII.png",19738.949121,"Lennox International Inc","19724975000",35.49,"https://www.lennox.com/"
839.96,105.06,14.2958,858,821.84,840.8,734.9,2025-04-18,"LLY",-0.0999048525213985,"Lilly (Eli)","Health Care","Pharmaceuticals","Indianapolis, Indiana","1970-12-31","59478","1876","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Pharmaceuticals","1970-07-09","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LLY.png",796272.975288,"Eli Lilly and Co","13172762000",947.99,"https://www.lilly.com/"
452.12,4.13,0.9219,455.16,449.69,451.36,447.99,2025-04-18,"LIN",0.168380007089682,"Linde plc","Materials","Industrial Gases","Guildford, United Kingdom","1992-07-01","1707925","1879","GB","USD","USD","NASDAQ NMS - GLOBAL MARKET","Chemicals","2018-10-31","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950838588696.png",213812.79982,"Linde PLC","",472.91,"https://www.linde.com/"
127.22,1.76,1.4028,128.74,125.14,126.38,125.46,2025-04-18,"LYV",0.664662130083877,"Live Nation Entertainment","Communication Services","Movies & Entertainment","Beverly Hills, California","2019-12-23","1335258","2010","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Media","2005-12-14","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LYV.png",29402.196981,"Live Nation Entertainment Inc","13108677200",233.4,"https://www.livenationentertainment.com/"
42.03,0.65,1.5708,42.07,41.145,41.7,41.38,2025-04-18,"LKQ",0.791366906474816,"LKQ Corporation","Consumer Discretionary","Distributors","Chicago, Illinois","2016-05-23","1065696","1998","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Distributors","2003-10-03","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LKQ.png",10866.986502,"LKQ Corp","16157815200",258.55,"https://www.lkqcorp.com/"
464.08,-13,-2.7249,469.6699,448.39,461.64,477.08,2025-04-18,"LMT",0.528550385581838,"Lockheed Martin","Industrials","Aerospace & Defense","Bethesda, Maryland","1957-03-04","936468","1995","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1961-10-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LMT.png",108860.655028,"Lockheed Martin Corp","13018976000",234.57,"https://www.lockheedmartin.com/"
85.32,0.12,0.1408,86.26,85.09,85.18,85.2,2025-04-18,"L",0.164357830476622,"Loews Corporation","Financials","Multi-line Insurance","New York City, New York","1995-05-31","60086","1959","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1959-03-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/L.png",17946.371158,"Loews Corp","12125212000",210.34,"https://www.loews.com/"
219,4.59,2.1408,220.69,215.78,217.02,214.41,2025-04-18,"LOW",0.912358307990042,"Lowe's","Consumer Discretionary","Home Improvement Retail","Mooresville, North Carolina","1984-02-29","60667","1904/1946/1959","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Retail","1979-12-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LOW.png",122575.73291,"Lowe's Companies Inc","17047581000",559.71,"https://www.lowes.com/"
251.08,1.71,0.6857,252.23,248,249.35,249.37,2025-04-18,"LULU",0.693803890114304,"Lululemon Athletica","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Vancouver, Canada","2023-10-18","1397187","1998","CA","USD","USD","NASDAQ NMS - GLOBAL MARKET","Textiles, Apparel & Luxury Goods","2007-05-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LULU.png",31574.121873,"Lululemon Athletica Inc","16047326124",120.64,"https://shop.lululemon.com/"
56.77,0.83,1.4837,57.48,56.1501,56.33,55.94,2025-04-18,"LYB",0.78111130836145,"LyondellBasell","Materials","Specialty Chemicals","Rotterdam, Netherlands","2012-09-05","1489393","2007","GB","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","2010-04-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LYB.png",18321.0244622908,"LyondellBasell Industries NV","442072202600",322.84,"https://www.lyondellbasell.com/"
160.23,1.33,0.837,162.44,159.395,160.03,158.9,2025-04-18,"MTB",0.1249765668937,"M&T Bank","Financials","Regional Banks","Buffalo, New York","2004-02-23","36270","1856","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTB.png",26047.571976,"M&T Bank Corp","17165593172",162.55,"https://www.mtb.com/"
127.72,3.65,2.9419,128.93,125.6,125.6,124.07,2025-04-18,"MPC",1.68789808917198,"Marathon Petroleum","Energy","Oil & Gas Refining & Marketing","Findlay, Ohio","2011-07-01","1510295","2009 (1887)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","2011-06-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MPC.png",39782.5526961095,"Marathon Petroleum Corp","14194222121",311.53,"https://www.marathonpetroleum.com/"
225.16,2.43,1.091,226.63,222.37,222.37,222.73,2025-04-18,"MKTX",1.25466564734451,"MarketAxess","Financials","Financial Exchanges & Data","New York City, New York","2019-07-01","1278021","2000","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Financial Services","2004-11-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MKTX.png",8487.005155,"Marketaxess Holdings Inc","12128316000",37.69,"https://www.marketaxess.com/"
220.41,1.62,0.7404,222.42,218.46,221.27,218.79,2025-04-18,"MAR",-0.388665431373441,"Marriott International","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Bethesda, Maryland","1998-05-29","1048286","1927","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Hotels, Restaurants & Leisure","1998-03-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAR.png",60694.913733,"Marriott International Inc","13013803000",275.37,"https://www.marriott.com/"
220.07,-11.25,-4.8634,224.78,213.315,218.77,231.32,2025-04-18,"MMC",0.594231384559118,"Marsh McLennan","Financials","Insurance Brokers","New York City, New York","1987-08-31","62709","1905","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1969-06-04","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MMC.png",108473.197015,"Marsh & McLennan Companies Inc","12123455000",492.9,"https://www.marshmclennan.com/"
494.24,3.17,0.6455,498.69,488.27,489.82,491.07,2025-04-18,"MLM",0.902372300028585,"Martin Marietta Materials","Materials","Construction Materials","Raleigh, North Carolina","2014-07-02","916076","1993","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Construction","1994-02-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MLM.png",29951.085943,"Martin Marietta Materials Inc","19197814550",60.6,"https://www.martinmarietta.com/"
61.58,0.7,1.1498,62.03,60.95,61.27,60.88,2025-04-18,"MAS",0.505957238452742,"Masco","Industrials","Building Products","Livonia, Michigan","1981-06-30","62996","1929","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Building","1969-05-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAS.png",13036.7255610218,"Masco Corp","13132747400",211.65,"https://masco.com/"
517.33,3.9,0.7596,523.98,509.13,510.95,513.43,2025-04-18,"MA",1.24865446716901,"Mastercard","Financials","Transaction & Payment Processing Services","Harrison, New York","2008-07-18","1141391","1966","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2006-05-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MA.png",470411.375233,"Mastercard Inc","19142492000",911.71,"https://www.mastercard.us/"
29.02,0.37,1.2914,29.175,28.53,28.7,28.65,2025-04-18,"MTCH",1.11498257839721,"Match Group","Communication Services","Interactive Media & Services","Dallas, Texas","2021-09-20","891103","1986","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","1992-12-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTCH.png",7267.453262,"Match Group Inc","12145769352",250.43,"https://www.mtch.com/"
75.32,1.78,2.4205,75.705,73.73,73.84,73.54,2025-04-18,"MKC",2.00433369447453,"McCormick & Company","Consumer Staples","Packaged Foods & Meats","Hunt Valley, Maryland","2003-03-20","63754","1889","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MKC.png",20192.406266,"McCormick & Company Inc","14107717301",268.19,"https://www.mccormick.com/"
311.3,2.2,0.7117,312.99,307.13,309.22,309.1,2025-04-18,"MCD",0.672660241898966,"McDonald's","Consumer Discretionary","Restaurants","Chicago, Illinois","1970-06-30","63908","1940","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","1965-04-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCD.png",222591.223478267,"McDonald's Corp","16306233000",715.07,"https://www.mcdonalds.com/"
